annee;etab_uai;etab_nom;tc;tf;nm;fl;app;int;amg;aut;region;departement;commune;fiche;dataviz;etab_url;etab_gps;nmc;gta;gti;etablissement_id_paysage;composante_id_paysage;rnd;code_formation
2024;0690195M;Institut Catholique de Lyon (Lyon 2e  Arrondissement - 69);Privés enseignement supérieur;Licence sélective,Licence;Licence - Lettres - Parcours Journalisme;L1 - Lettres;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Auvergne-Rhône-Alpes;Rhône;Lyon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35837;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35837;https://www.ucly.fr;45.7514, 4.82694;L1-Lettres;35837;35837;3Um0y;;15261;2028
2024;0690195M;Institut Catholique de Lyon (Lyon 2e  Arrondissement - 69);Privés enseignement supérieur;Licence;Licence - Histoire - Parcours Science politique - Géopolitique;L1 - Histoire;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Auvergne-Rhône-Alpes;Rhône;Lyon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35838;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35838;https://www.ucly.fr;45.7514, 4.82694;L1-Histoire;35838;35838;3Um0y;;22486;2010
2024;0690195M;Institut Catholique de Lyon (Lyon 2e  Arrondissement - 69);Privés enseignement supérieur;Diplômes d'université ou d'établissement;Diplôme d'Université - PAREO - DU PaRéo Se construire, s'orienter, se révéler;DU - Diplôme d'Université - PAREO;;;Enseignement en présentiel;;Auvergne-Rhône-Alpes;Rhône;Lyon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35844;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35844;https://www.ucly.fr;45.7514, 4.82694;DU-PAREO;35844;35844;3Um0y;;9215;750021
2024;0222032P;Université de Rennes (EPE) - Site de Saint-Brieuc (22);Publics;Etudes de santé,Licence;Licence - Parcours d'Accès Spécifique Santé (PASS) - option Sciences infirmières;L1 - Parcours d'Accès Spécifique Santé (PASS);;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;Parcours d'Accès Spécifique Santé (PASS);Bretagne;Côtes-d'Armor;Saint-Brieuc;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35849;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35849;http://www.univ-rennes.fr;48.513, -2.74173;PASS;35849;35848;91D9w;;9039;2047
2024;0442953W;Nantes Université (44);Publics;Licence;Licence - Sciences de la vie et de la terre - Parcours Géosciences;L1 - Sciences de la vie et de la terre;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour autres publics spécifiques;;Pays de la Loire;Loire-Atlantique;Nantes;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35850;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35850;http://www.lyceens.univ-nantes.fr/;47.2357, -1.55549;L1-SVT;35850;35850;qUCQp;;3984;2039
2024;0811293R;Institut national universitaire Champollion (Albi - 81);Publics;Etudes de santé,Licence;Licence - Lettres -  Accès Santé (LAS);L1 - Lettres;;;Enseignement partiellement à distance,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;Licence Accès Santé (LAS);Occitanie;Tarn;Albi;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35856;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35856;http://www.univ-jfc.fr;43.92, 2.139;L1-Lettres;35856;35855;Hm42K;;12242;2028
2024;0290346U;Université de Brest (29);Publics;Etudes de santé,Licence;Licence - Parcours d'Accès Spécifique Santé (PASS) - option Sciences de la Terre;L1 - Parcours d'Accès Spécifique Santé (PASS);;;Enseignement en présentiel;Parcours d'Accès Spécifique Santé (PASS);Bretagne;Finistère;Brest;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35881;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35881;https://www.univ-brest.fr/;48.4005, -4.50073;PASS;35881;27585;06SE7;;10115;2047
2024;0691774D;Université Claude Bernard Lyon 1 (Villeurbanne - 69);Publics;Etudes de santé,Licence;Licence - Parcours d'Accès Spécifique Santé (PASS) - option Fondamentaux pour l'ingénierie Electronique, Energie Electrique, Automatique proposée par l’Université Claude Bernard Lyon 1 (site de Lyon);L1 - Parcours d'Accès Spécifique Santé (PASS);;;Enseignement en présentiel;Parcours d'Accès Spécifique Santé (PASS);Auvergne-Rhône-Alpes;Rhône;Lyon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35883;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35883;http://www.univ-lyon1.fr;45.7403, 4.88778;PASS;35883;28157;etBz7;;23384;2047
2024;0311384L;Université Toulouse 3 Paul Sabatier (31);Publics;C.M.I - Cursus Master en Ingénierie,Licence sélective;C.M.I - Cursus Master en Ingénierie - Double diplôme - Licence Electronique, énergie électrique, automatique - C.M.I - Cursus Master en Ingénierie-Mention EEA;C.M.I - Electronique, énergie électrique, automatique;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Occitanie;Haute-Garonne;Toulouse;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35886;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35886;http://www.univ-tlse3.fr/;43.5608, 1.46936;CMI-EEEA;35886;35886;m7K6T;;19640;4040
2024;0680161F;Institution Don Bosco - Lycée professionnel (Wittenheim - 68);Privés sous contrat;Certificats de spécialisation et FCIL;FCIL - secrétariat médical;FCIL - FCIL;;;Enseignement en présentiel;;Grand Est;Haut-Rhin;Wittenheim;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35901;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35901;https://www.donboscowit.eu/;47.8127, 7.33989;FCIL;35901;35901;;;13766;64001
2024;0311384L;Université Toulouse 3 Paul Sabatier (31);Publics;Etudes de santé,Licence;Licence - Parcours d'Accès Spécifique Santé (PASS) - option Physique, chimie;L1 - Parcours d'Accès Spécifique Santé (PASS);;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;Parcours d'Accès Spécifique Santé (PASS);Occitanie;Haute-Garonne;Toulouse;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35911;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35911;http://www.univ-tlse3.fr/;43.5608, 1.46936;PASS;35911;29840;m7K6T;;21120;2047
2024;0440355X;Lycée Agricole Charles PEGUY (Gorges - 44);Privés sous contrat;BTS - BTSA - BTSM;BTS - Agricole - Technico-commercial - Spécialité vins, bières et spiritueux;BTSA - Technico-commercial - Spécialité vins, bières et spiritueux;;;Enseignement en présentiel;Des épreuves de sélection sont mises en place pour candidater à cette formation;Pays de la Loire;Loire-Atlantique;Gorges;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35920;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35920;http://www.charles-peguy.net;47.1039, -1.3025;TC-VBS;35920;35920;;;14956;660003
2024;0490073N;ESA Angers (Angers-49) (49);Privés enseignement supérieur;BTS - BTSA - BTSM;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie;BTSA - Technico-commercial - Spécialité univers jardins et animaux de compagnie;;;Enseignement en présentiel;Des épreuves de sélection sont mises en place pour candidater à cette formation;Pays de la Loire;Maine-et-Loire;Angers;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35921;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35921;https://www.groupe-esa.com/;47.4586, -0.54385;TC-UJAC;35921;35921;;;17393;660005
2024;0623911P;Université d'Artois - Site de Lens / lycée Voltaire Wingles (62);Publics;Licence;Licence - Sciences de la vie - Parcours Préparatoire au Professorat des Ecoles (PPPE);L1 - Sciences de la vie;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour autres publics spécifiques;;Hauts-de-France;Pas-de-Calais;Lens;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35943;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35943;http://www.univ-artois.fr;50.434, 2.82362;L1-SV;35943;35943;BWbvP;;570;2037
2024;0290346U;Université de Brest / lycée d'Iroise Brest (29);Publics;Licence;Licence - Sciences de l'éducation et de la formation - Parcours Préparatoire au Professorat des Ecoles (PPPE) - Bilingue Français-Breton;L1 - Sciences de l'éducation et de la formation;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Bretagne;Finistère;Brest;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35956;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35956;https://www.univ-brest.fr/;48.4005, -4.50073;L1-SEF;35956;35956;06SE7;;17411;2092
2024;0782075G;Université de Versailles - Saint Quentin en Yvelines / lycée Jules Ferry Versailles (78);Publics;Licence;Licence - Sciences et technologies - Parcours Préparatoire au Professorat des Ecoles (PPPE);L1 - Sciences et technologies;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau;;Île-de-France;Yvelines;Versailles;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35958;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35958;http://www.uvsq.fr/les-licences-du-domaine-science-technologie-sante-350887.kjsp?RH=FORM_04;48.81323, 2.14945;L1-ST;35958;35958;;;6848;2046
2024;0031032F;Université Clermont Auvergne / Lycée Jean Monnet Yzeure (Moulins - 03);Publics;Licence;Licence - Sciences de l'éducation et de la formation - Parcours Préparatoire au Professorat des Ecoles (PPPE);L1 - Sciences de l'éducation et de la formation;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Auvergne-Rhône-Alpes;Allier;Moulins;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35966;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35966;https://inspe.uca.fr/;46.5737, 3.33527;L1-SEF;35966;35966;K4lR3;ZR4an;2466;2092
2024;0313124C;Université Toulouse Capitole (31);Publics;Licence sélective,Licence;Licence - Double diplôme - Licence Gestion - BSc in Global Management;L1 - Gestion;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour autres publics spécifiques;;Occitanie;Haute-Garonne;Toulouse;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35967;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35967;https://www.ut-capitole.fr/accueil;43.6071, 1.43874;L1-Gestion;35967;35967;gap5Q;;424;2004
2024;0391244R;IUT DE BESANCON - ANTENNE DE DOLE (39);Publics;BUT;BUT - Packaging, emballage et conditionnement (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);BUT - Éco-conception et industrialisation,BUT - Packaging, emballage et conditionnement;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Bourgogne-Franche-Comté;Jura;Dole;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=35988;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=35988;http://iut-bv.univ-fcomte.fr/;47.077, 5.463;BUT-PEC;35988;35988;7Mpgt;ysdqj;19443;810017
2024;9840349G;Université de la Polynésie française / Lycée Paul Gauguin (Faaa - 987);Publics;Licence;Licence - Langues, littératures et civilisations étrangères et régionales - Parcours Préparatoire au Professorat des Ecoles (PPPE);L1 - Langues, littératures et civilisations étrangères et régionales;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Polynésie française;Polynésie française;;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36007;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36007;http://www.upf.pf;-17.5769, -149.609;L1-LLCER;36007;36007;zepT6;;15586;2029
2024;0632091F;Lycée professionnel Gergovie (Clermont-Ferrand - 63);Publics;BTS - BTSA - BTSM;BTS - Services - Management opérationnel de la sécurité;BTS - Management opérationnel de la sécurité;;;Enseignement en présentiel;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Clermont-Ferrand;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36019;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36019;https://gergovie-clermont.ent.auvergnerhonealpes.fr/;45.78333, 3.08333;BTS-MOS;36019;36019;;;14691;10425
2024;0601983E;I.U.T de l'Oise - Site de Beauvais (60);Publics;BUT;BUT - Gestion des entreprises et des administrations - en apprentissage;BUT - Gestion des entreprises et des administrations;Formations en apprentissage;;Enseignement en présentiel,Formations avec aménagements pour autres publics spécifiques;;Hauts-de-France;Oise;Beauvais;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36025;;https://iut-oise.u-picardie.fr;49.4306, 2.08936;BUT-GEA-App;36025;36025;8j5s2;;5779;811502
2024;0941934S;EFREI Paris (Villejuif - 94);Privés enseignement supérieur;Formations des écoles d'ingénieurs;Formation Bac + 3 - Bachelor Cybersécurité et Ethical Hacking (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);Formation Bac + 3;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;Des épreuves de sélection sont mises en place pour candidater à cette formation;Île-de-France;Val-de-Marne;Villejuif;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36040;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36040;https://www.efrei.fr/;48.7897, 2.36385;EI-BAC3;36040;36040;xfGc4;;16363;230
2024;0941934S;EFREI Paris (Villejuif - 94);Privés enseignement supérieur;BTS - BTSA - BTSM;BTS - Services - Communication;BTS - Communication;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;Des épreuves de sélection sont mises en place pour candidater à cette formation;Île-de-France;Val-de-Marne;Villejuif;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36044;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36044;https://www.efrei.fr/;48.7897, 2.36385;BTS-Comm;36044;36044;xfGc4;;7836;447
2024;0221673Z;Lycée agricole St ILAN (Langueux - 22);Privés sous contrat;BTS - BTSA - BTSM;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie;BTSA - Technico-commercial - Spécialité univers jardins et animaux de compagnie;;;Enseignement en présentiel;;Bretagne;Côtes-d'Armor;Langueux;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36052;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36052;http://www.hortilan.com;48.5063, -2.70335;TC-UJAC;36052;36052;;;27808;660005
2024;0442953W;Nantes Université / Lycée général et technologique Carcouët Nantes (44);Publics;Licence;Licence - Portail PPPE - Parcours Préparatoire au professorat des écoles;L1 - Sciences de l'éducation et de la formation,L1 - Lettres;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour autres publics spécifiques;;Pays de la Loire;Loire-Atlantique;Nantes;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36058;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36058;http://www.lyceens.univ-nantes.fr/;47.24616, -1.55095;L1-Lettres;36058;36058;qUCQp;;1587;2028
2024;0840685N;Avignon Université / Lycée Theodore Aubanel Avignon (84);Publics;Licence;Licence - Lettres - Parcours Préparatoire au Professorat des Ecoles (PPPE);L1 - Lettres;;;Enseignement partiellement à distance,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36067;;http://www.univ-avignon.fr;43.9524, 4.81196;L1-Lettres;36067;35827;vxHYt;;22345;2028
2024;0022049S;Université d'Amiens - Antenne de Soissons / lycée Gérard de Nerval Soissons (Cuffies - 02);Publics;Formations aux métiers du sport,Licence;Licence - Sciences et Techniques des Activités Physiques et Sportives - Parcours Préparatoire au Professorat des Ecoles (PPPE);L1 - Sciences et Techniques des Activités Physiques et Sportives;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Hauts-de-France;Aisne;Soissons;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36068;;https://www.u-picardie.fr/ufr/staps/cuffies-soissons/;49.3859, 3.32373;L1-STAPS;36068;35933;;;8910;2020
2024;9710585J;Université des Antilles - Pôle Guadeloupe / lycée Baimbridge Les Abymes (Pointe-à-Pitre - 971);Publics;Licence;Licence - Mathématiques - Parcours Préparatoire au Professorat des Ecoles (PPPE);L1 - Mathématiques;;;Enseignement en présentiel;;Guadeloupe;Guadeloupe;Les Abymes;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36072;;http://www.univ-Antilles.fr;16.2711, -61.5253;L1-Math;36072;35942;z3hdL;;1795;2033
2024;0062205P;Université Côte d'Azur / lycée du Parc Impérial Nice (06);Publics;Licence;Licence - Sciences et technologies - Parcours Préparatoire au Professorat des Ecoles (PPPE);L1 - Sciences et technologies;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Nice;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36075;;https://univ-cotedazur.fr/;43.7063, 7.2524;L1-ST;36075;35949;s3t8T;;1564;2046
2024;0681166Y;Université de Mulhouse / lycée Michel de Montaigne Mulhouse (68);Publics;Licence;Licence - Histoire - Parcours Préparatoire au Professorat des Ecoles (PPPE);L1 - Histoire;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Grand Est;Haut-Rhin;Mulhouse;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36081;;http://www.uha.fr;47.7491, 7.34238;L1-Histoire;36081;35957;OJZ4a;;12740;2010
2024;0450808J;CFA EST-LOIRET (Montargis - 45);Privés sous contrat;BTS - BTSA - BTSM;BTS - Services - Gestion de la PME - en apprentissage;BTS - Gestion de la PME;Formations en apprentissage;;Enseignement en présentiel;;Centre-Val de Loire;Loiret;Montargis;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36096;;http://www.cfa-montargis.com;47.9938, 2.72915;BTS-GPME-App;36096;36096;;;10544;11421
2024;9840160B;Lycée professionnel St Joseph (Punaauia - 987);Privés sous contrat;Formations diplômantes du travail social,BTS - BTSA - BTSM;BTS - Services - Economie sociale familiale;BTS - Economie sociale familiale;;;Enseignement en présentiel;;Polynésie française;Polynésie française;;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36099;;https://www.lpsj.pf;-17.5816, -149.60493;BTS-ESF;36099;36099;;;12253;462
2024;0141408E;Université de Caen Normandie (14);Publics;Licence sélective;CUPGE - Cycle universitaire préparatoire aux grandes écoles - Parcours Informatique, Mathématiques;CUPGE - Cycle universitaire préparatoire aux grandes écoles - Parcours Informatique, Mathématiques;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Normandie;Calvados;Caen;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36102;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36102;https://www.unicaen.fr;49.213, -0.36849;CUPGE-IM;36102;36102;p25Q3;;1664;3027
2024;0762049P;Université de Rouen Normandie - Campus Pasteur Rouen et Campus Madrillet Saint-Etienne-du-Rouvray  (76);Publics;Licence sélective,Licence;Double licence - Economie / Mathématiques - Double licence - Economie - Mathématiques;L1 - Mathématiques,L1 - Economie;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Normandie;Seine-Maritime;Rouen;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36106;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36106;http://www.univ-rouen.fr;49.444, 1.07741;L1-Economie;36106;36106;G4572;;5297;2003
2024;0360768P;Université d'Orléans - Centre Univ. de Châteauroux (36);Publics;Etudes de santé,Licence;Licence - Economie et gestion -  Accès Santé (LAS);L1 - Economie et gestion;;;Enseignement partiellement à distance,Formations avec aménagements pour sportifs haut niveau;Licence Accès Santé (LAS);Centre-Val de Loire;Indre;Châteauroux;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36117;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36117;https://www.univ-orleans.fr/fr/deg/decouvrir-0/etudier-chateauroux;46.8098, 1.69042;L1-EG;36117;36116;HCBvW;;5168;2005
2024;9710585J;Université des Antilles - Pôle Guadeloupe (Pointe-à-Pitre - 971);Publics;Formations aux métiers du sport,Etudes de santé,Licence;Licence - Sciences et Techniques des Activités Physiques et Sportives - Activités physiques adaptées et santé (APAS) -  Accès Santé (LAS);L1 - Sciences et Techniques des Activités Physiques et Sportives;;;Enseignement en présentiel;Licence Accès Santé (LAS);Guadeloupe;Guadeloupe;Pointe-à-Pitre;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36152;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36152;http://www.univ-Antilles.fr;16.2243, -61.5289;L1-STAPS;36152;36151;z3hdL;;9778;2020
2024;0920158X;Lycée professionnel La Tournelle (La Garenne-Colombes - 92);Publics;BTS - BTSA - BTSM;BTS - Services - Services informatiques aux organisations (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);BTS - Services informatiques aux organisations;;;Enseignement en présentiel;;Île-de-France;Hauts-de-Seine;La Garenne-Colombes;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36176;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36176;http://www.lyc-tournelle-garenne.ac-versailles.fr/;48.9067, 2.23763;BTS-SIO;36176;36176;;;21782;458
2024;0753541S;Institut Catholique de Paris (ICP)- Campus de Paris (Paris  6e  Arrondissement - 75);Privés enseignement supérieur;Formations préparatoires à l'enseignement supérieur;Année préparatoire - Année de préparation aux études supérieures (A.P.E.S.)- Option Sciences politiques;Année préparatoire;;;Enseignement en présentiel;;Île-de-France;Paris;Paris;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36214;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36214;http://www.icp.fr;48.8481, 2.32917;AnP;36214;36214;J36yt;;21038;630
2024;0311384L;Université Toulouse 3 Paul Sabatier / UPSSITECH (31);Publics;Licence sélective;CUPGE - Informatique;CUPGE - Informatique;;;Enseignement en présentiel,Formations avec aménagements pour sportifs haut niveau,Formations avec aménagements pour artistes confirmés,Formations avec aménagements pour autres publics spécifiques;;Occitanie;Haute-Garonne;Toulouse;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36227;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36227;http://www.univ-tlse3.fr/;43.5608, 1.46936;CUPGE-Info;36227;36227;m7K6T;;10591;6872
2024;0641545G;Institut Agricole Secondaire Jean Errecart (Saint-Palais - 64);Privés sous contrat;BTS - BTSA - BTSM;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie;BTSA - Technico-commercial - Spécialité univers jardins et animaux de compagnie;;;Enseignement en présentiel;;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Aïcirits-Camou-Suhast;https://dossier.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36228;https://data.enseignementsup-recherche.gouv.fr/pages/parcoursup/?disjunctive.fili&sort=tri&refine.gta=36228;http://www.lycee-errecart.com;43.3273, -1.02596;TC-UJAC;36228;36228;;;21265;660005
